rep,n,best_fit,time_taken,time_till_best,initial_fitness,T0,alpha,beta,time_limit_s,cooling,initial,initial_size,iter_till_reduction,neighbor,no_impro_iter
3,20,24251,0.217204,0.00825,52565,0.5,0.85,,10,geometric,single,1000,1,close,10000
3,20,24198,0.241366,0.008799,48484,0.5,0.9,,10,geometric,single,1000,1,close,10000
3,20,20690,0.221414,0.003999,56338,0.5,0.95,,10,geometric,single,1000,1,close,10000
3,20,26225,0.216449,0.008467,50830,0.5,0.99,,10,geometric,single,1000,1,close,10000
3,20,19242,0.242293,0.008002,35746,1.0,0.85,,10,geometric,single,1000,1,close,10000
3,20,27424,0.230314,0.009498,42630,1.0,0.9,,10,geometric,single,1000,1,close,10000
3,20,25763,0.224966,0.008304,50584,1.0,0.95,,10,geometric,single,1000,1,close,10000
3,20,25341,0.260789,0.016702,57089,1.0,0.99,,10,geometric,single,1000,1,close,10000
3,20,19852,0.281471,0.008003,40125,1.5,0.85,,10,geometric,single,1000,1,close,10000
3,20,12218,0.227442,0.008808,33280,1.5,0.9,,10,geometric,single,1000,1,close,10000
3,20,35287,0.26491,0.007806,65890,1.5,0.95,,10,geometric,single,1000,1,close,10000
3,20,29393,0.222089,0.015349,60335,1.5,0.99,,10,geometric,single,1000,1,close,10000
3,20,14652,0.226528,0.017323,31287,10.0,,0.001,10,linear,single,1000,1,close,10000
3,20,35059,0.021413,0.011261,53870,10.0,,0.01,10,linear,single,1000,1,close,10000
3,20,28628,0.0,0.0,47717,10.0,,0.05,10,linear,single,1000,1,close,10000
3,20,44007,0.008002,0.008002,54763,10.0,,0.1,10,linear,single,1000,1,close,10000
3,20,19763,1.1188,0.200269,50910,50.0,,0.001,10,linear,single,1000,1,close,10000
3,20,17672,0.099436,0.041902,43070,50.0,,0.01,10,linear,single,1000,1,close,10000
3,20,22208,0.025878,0.017309,48296,50.0,,0.05,10,linear,single,1000,1,close,10000
3,20,15184,0.012899,0.011833,41117,50.0,,0.1,10,linear,single,1000,1,close,10000
3,20,21916,2.410943,1.137365,44344,100.0,,0.001,10,linear,single,1000,1,close,10000
3,20,31166,0.241693,0.216696,52789,100.0,,0.01,10,linear,single,1000,1,close,10000
3,20,30396,0.040631,0.040631,53718,100.0,,0.05,10,linear,single,1000,1,close,10000
3,20,25998,0.016601,0.016601,41260,100.0,,0.1,10,linear,single,1000,1,close,10000
3,40,134302,0.414929,0.049105,216201,0.5,0.85,,10,geometric,single,1000,1,close,10000
3,40,104877,0.441325,0.065408,230294,0.5,0.9,,10,geometric,single,1000,1,close,10000
3,40,106876,0.42696,0.062775,201618,0.5,0.95,,10,geometric,single,1000,1,close,10000
3,40,129536,0.407634,0.057117,210437,0.5,0.99,,10,geometric,single,1000,1,close,10000
3,40,118915,0.395368,0.058978,222497,1.0,0.85,,10,geometric,single,1000,1,close,10000
3,40,136331,0.386696,0.061746,255451,1.0,0.9,,10,geometric,single,1000,1,close,10000
3,40,88568,0.376331,0.07522,185456,1.0,0.95,,10,geometric,single,1000,1,close,10000
3,40,131815,0.499335,0.057889,246700,1.0,0.99,,10,geometric,single,1000,1,close,10000
3,40,102105,0.425378,0.066509,261844,1.5,0.85,,10,geometric,single,1000,1,close,10000
3,40,127799,0.367241,0.050694,218239,1.5,0.9,,10,geometric,single,1000,1,close,10000
3,40,102345,0.383484,0.05075,207677,1.5,0.95,,10,geometric,single,1000,1,close,10000
3,40,105536,0.391774,0.076299,191696,1.5,0.99,,10,geometric,single,1000,1,close,10000
3,40,96107,0.317825,0.067511,179592,10.0,,0.001,10,linear,single,1000,1,close,10000
3,40,152914,0.024919,0.024919,254936,10.0,,0.01,10,linear,single,1000,1,close,10000
3,40,145658,0.008402,0.008402,171055,10.0,,0.05,10,linear,single,1000,1,close,10000
3,40,178791,0.0,0.0,187882,10.0,,0.1,10,linear,single,1000,1,close,10000
3,40,103510,1.798769,1.515357,196237,50.0,,0.001,10,linear,single,1000,1,close,10000
3,40,130472,0.166106,0.149924,256944,50.0,,0.01,10,linear,single,1000,1,close,10000
3,40,91594,0.033921,0.033921,162754,50.0,,0.05,10,linear,single,1000,1,close,10000
3,40,116382,0.017666,0.017666,176954,50.0,,0.1,10,linear,single,1000,1,close,10000
3,40,100082,3.136125,2.841405,212941,100.0,,0.001,10,linear,single,1000,1,close,10000
3,40,86329,0.327756,0.327756,197532,100.0,,0.01,10,linear,single,1000,1,close,10000
3,40,92375,0.060028,0.060028,169749,100.0,,0.05,10,linear,single,1000,1,close,10000
3,40,115074,0.031783,0.031783,195349,100.0,,0.1,10,linear,single,1000,1,close,10000
3,60,218259,0.607572,0.150979,376828,0.5,0.85,,10,geometric,single,1000,1,close,10000
3,60,185298,0.725028,0.250008,437079,0.5,0.9,,10,geometric,single,1000,1,close,10000
3,60,219425,0.601357,0.176137,425792,0.5,0.95,,10,geometric,single,1000,1,close,10000
3,60,298026,0.619232,0.200405,545991,0.5,0.99,,10,geometric,single,1000,1,close,10000
3,60,225989,0.54596,0.146479,441583,1.0,0.85,,10,geometric,single,1000,1,close,10000
3,60,226603,0.57374,0.166529,439383,1.0,0.9,,10,geometric,single,1000,1,close,10000
3,60,284535,0.599255,0.166373,514406,1.0,0.95,,10,geometric,single,1000,1,close,10000
3,60,182880,0.592481,0.175304,432871,1.0,0.99,,10,geometric,single,1000,1,close,10000
3,60,243058,0.566567,0.150438,435837,1.5,0.85,,10,geometric,single,1000,1,close,10000
3,60,256148,0.567436,0.159535,435640,1.5,0.9,,10,geometric,single,1000,1,close,10000
3,60,223384,0.603234,0.190952,455050,1.5,0.95,,10,geometric,single,1000,1,close,10000
3,60,192011,0.663653,0.264549,407542,1.5,0.99,,10,geometric,single,1000,1,close,10000
3,60,279614,0.431896,0.325798,533528,10.0,,0.001,10,linear,single,1000,1,close,10000
3,60,384938,0.039687,0.039687,478805,10.0,,0.01,10,linear,single,1000,1,close,10000
3,60,360838,0.01621,0.016001,381899,10.0,,0.05,10,linear,single,1000,1,close,10000
3,60,338877,0.0,0.0,354390,10.0,,0.1,10,linear,single,1000,1,close,10000
3,60,256600,2.024429,1.95941,474631,50.0,,0.001,10,linear,single,1000,1,close,10000
3,60,271046,0.201919,0.201919,497972,50.0,,0.01,10,linear,single,1000,1,close,10000
3,60,474905,0.033314,0.033314,600937,50.0,,0.05,10,linear,single,1000,1,close,10000
3,60,375287,0.016853,0.016853,426100,50.0,,0.1,10,linear,single,1000,1,close,10000
3,60,235929,3.970258,3.782569,499522,100.0,,0.001,10,linear,single,1000,1,close,10000
3,60,261799,0.402644,0.402644,459827,100.0,,0.01,10,linear,single,1000,1,close,10000
3,60,302775,0.083282,0.083282,434933,100.0,,0.05,10,linear,single,1000,1,close,10000
3,60,372677,0.041294,0.041294,476188,100.0,,0.1,10,linear,single,1000,1,close,10000
3,80,547966,0.92625,0.392487,975216,0.5,0.85,,10,geometric,single,1000,1,close,10000
3,80,395330,0.840819,0.332316,821973,0.5,0.9,,10,geometric,single,1000,1,close,10000
3,80,451658,0.917739,0.409737,848787,0.5,0.95,,10,geometric,single,1000,1,close,10000
3,80,423407,0.866101,0.350864,778954,0.5,0.99,,10,geometric,single,1000,1,close,10000
3,80,432143,0.857524,0.34161,874621,1.0,0.85,,10,geometric,single,1000,1,close,10000
3,80,382749,0.890902,0.383058,757068,1.0,0.9,,10,geometric,single,1000,1,close,10000
3,80,477493,0.817083,0.316727,882981,1.0,0.95,,10,geometric,single,1000,1,close,10000
3,80,460519,0.842016,0.321758,805165,1.0,0.99,,10,geometric,single,1000,1,close,10000
3,80,510693,0.860827,0.346904,841027,1.5,0.85,,10,geometric,single,1000,1,close,10000
3,80,440454,0.834201,0.325103,818413,1.5,0.9,,10,geometric,single,1000,1,close,10000
3,80,383437,0.859189,0.342592,666092,1.5,0.95,,10,geometric,single,1000,1,close,10000
3,80,464894,0.942266,0.358615,804837,1.5,0.99,,10,geometric,single,1000,1,close,10000
3,80,435560,0.48173,0.415732,847772,10.0,,0.001,10,linear,single,1000,1,close,10000
3,80,907997,0.049759,0.049759,1045227,10.0,,0.01,10,linear,single,1000,1,close,10000
3,80,811945,0.008975,0.008975,833507,10.0,,0.05,10,linear,single,1000,1,close,10000
3,80,816117,0.007776,0.007776,830717,10.0,,0.1,10,linear,single,1000,1,close,10000
3,80,396386,2.551678,2.527361,775169,50.0,,0.001,10,linear,single,1000,1,close,10000
3,80,502435,0.278227,0.278227,957621,50.0,,0.01,10,linear,single,1000,1,close,10000
3,80,630160,0.050478,0.050478,720570,50.0,,0.05,10,linear,single,1000,1,close,10000
3,80,689326,0.024724,0.024724,745931,50.0,,0.1,10,linear,single,1000,1,close,10000
3,80,624026,5.05867,5.025704,1052450,100.0,,0.001,10,linear,single,1000,1,close,10000
3,80,463636,0.524634,0.524634,907079,100.0,,0.01,10,linear,single,1000,1,close,10000
3,80,642459,0.108567,0.108567,831620,100.0,,0.05,10,linear,single,1000,1,close,10000
3,80,780693,0.059774,0.059774,879423,100.0,,0.1,10,linear,single,1000,1,close,10000
3,100,710877,1.348585,0.658479,1278978,0.5,0.85,,10,geometric,single,1000,1,close,10000
3,100,774044,1.293397,0.682449,1412803,0.5,0.9,,10,geometric,single,1000,1,close,10000
3,100,726644,1.308395,0.680146,1458408,0.5,0.95,,10,geometric,single,1000,1,close,10000
3,100,784179,1.459067,0.808293,1530150,0.5,0.99,,10,geometric,single,1000,1,close,10000
3,100,806840,1.22397,0.584432,1184744,1.0,0.85,,10,geometric,single,1000,1,close,10000
3,100,637909,1.375204,0.700053,1248182,1.0,0.9,,10,geometric,single,1000,1,close,10000
3,100,713704,1.334095,0.68935,1276075,1.0,0.95,,10,geometric,single,1000,1,close,10000
3,100,703796,1.314755,0.674278,1254538,1.0,0.99,,10,geometric,single,1000,1,close,10000
3,100,764873,1.384277,0.741946,1344703,1.5,0.85,,10,geometric,single,1000,1,close,10000
3,100,894638,1.348605,0.657479,1367105,1.5,0.9,,10,geometric,single,1000,1,close,10000
3,100,740142,1.299838,0.682355,1260404,1.5,0.95,,10,geometric,single,1000,1,close,10000
3,100,652356,1.234198,0.601217,1187000,1.5,0.99,,10,geometric,single,1000,1,close,10000
3,100,812130,0.657045,0.657045,1404591,10.0,,0.001,10,linear,single,1000,1,close,10000
3,100,1148578,0.075232,0.075232,1251281,10.0,,0.01,10,linear,single,1000,1,close,10000
3,100,1349471,0.015596,0.015596,1378557,10.0,,0.05,10,linear,single,1000,1,close,10000
3,100,1415363,0.006236,0.006236,1425217,10.0,,0.1,10,linear,single,1000,1,close,10000
3,100,747901,3.126146,3.11319,1400553,50.0,,0.001,10,linear,single,1000,1,close,10000
3,100,975957,0.29933,0.29933,1457118,50.0,,0.01,10,linear,single,1000,1,close,10000
3,100,1374307,0.05919,0.05919,1499522,50.0,,0.05,10,linear,single,1000,1,close,10000
3,100,1141844,0.037184,0.037184,1188629,50.0,,0.1,10,linear,single,1000,1,close,10000
3,100,695028,6.38935,6.373135,1290912,100.0,,0.001,10,linear,single,1000,1,close,10000
3,100,689043,0.63445,0.63445,1307604,100.0,,0.01,10,linear,single,1000,1,close,10000
3,100,1072769,0.141277,0.141277,1301035,100.0,,0.05,10,linear,single,1000,1,close,10000
3,100,1105271,0.067028,0.067028,1196236,100.0,,0.1,10,linear,single,1000,1,close,10000
4,20,11493,0.241652,0.016834,26255,0.5,0.85,,10,geometric,single,1000,1,close,10000
4,20,21711,0.225842,0.008288,51175,0.5,0.9,,10,geometric,single,1000,1,close,10000
4,20,18588,0.223613,0.007263,51023,0.5,0.95,,10,geometric,single,1000,1,close,10000
4,20,20659,0.226092,0.009421,55659,0.5,0.99,,10,geometric,single,1000,1,close,10000
4,20,23272,0.257577,0.009496,52782,1.0,0.85,,10,geometric,single,1000,1,close,10000
4,20,22861,0.222815,0.015228,50387,1.0,0.9,,10,geometric,single,1000,1,close,10000
4,20,26923,0.233664,0.008467,54799,1.0,0.95,,10,geometric,single,1000,1,close,10000
4,20,27128,0.257398,0.008019,46651,1.0,0.99,,10,geometric,single,1000,1,close,10000
4,20,31543,0.255714,0.008004,43288,1.5,0.85,,10,geometric,single,1000,1,close,10000
4,20,23023,0.221183,0.008288,39358,1.5,0.9,,10,geometric,single,1000,1,close,10000
4,20,22271,0.253035,0.008338,46806,1.5,0.95,,10,geometric,single,1000,1,close,10000
4,20,22929,0.242672,0.016607,49594,1.5,0.99,,10,geometric,single,1000,1,close,10000
4,20,22332,0.20684,0.008601,40026,10.0,,0.001,10,linear,single,1000,1,close,10000
4,20,33699,0.033532,0.008004,52514,10.0,,0.01,10,linear,single,1000,1,close,10000
4,20,31202,0.0,0.0,57660,10.0,,0.05,10,linear,single,1000,1,close,10000
4,20,33141,0.0,0.0,41887,10.0,,0.1,10,linear,single,1000,1,close,10000
4,20,19538,1.094276,0.08036,36463,50.0,,0.001,10,linear,single,1000,1,close,10000
4,20,32251,0.116561,0.008697,66321,50.0,,0.01,10,linear,single,1000,1,close,10000
4,20,13256,0.024279,0.024279,38655,50.0,,0.05,10,linear,single,1000,1,close,10000
4,20,25905,0.016935,0.016935,52732,50.0,,0.1,10,linear,single,1000,1,close,10000
4,20,25819,2.19566,1.105763,50736,100.0,,0.001,10,linear,single,1000,1,close,10000
4,20,24603,0.257777,0.158301,43613,100.0,,0.01,10,linear,single,1000,1,close,10000
4,20,22126,0.041802,0.041802,62191,100.0,,0.05,10,linear,single,1000,1,close,10000
4,20,19433,0.025228,0.023973,36542,100.0,,0.1,10,linear,single,1000,1,close,10000
4,40,109635,0.357748,0.050491,196847,0.5,0.85,,10,geometric,single,1000,1,close,10000
4,40,105664,0.400699,0.084041,204107,0.5,0.9,,10,geometric,single,1000,1,close,10000
4,40,109158,0.366151,0.05057,206840,0.5,0.95,,10,geometric,single,1000,1,close,10000
4,40,146750,0.360541,0.058597,239169,0.5,0.99,,10,geometric,single,1000,1,close,10000
4,40,93986,0.372934,0.067889,192313,1.0,0.85,,10,geometric,single,1000,1,close,10000
4,40,98175,0.366483,0.04905,153459,1.0,0.9,,10,geometric,single,1000,1,close,10000
4,40,105732,0.392158,0.059188,174566,1.0,0.95,,10,geometric,single,1000,1,close,10000
4,40,111205,0.4158,0.058636,210726,1.0,0.99,,10,geometric,single,1000,1,close,10000
4,40,179531,0.374455,0.049441,296258,1.5,0.85,,10,geometric,single,1000,1,close,10000
4,40,101852,0.358733,0.041319,168565,1.5,0.9,,10,geometric,single,1000,1,close,10000
4,40,112130,0.416722,0.054942,193807,1.5,0.95,,10,geometric,single,1000,1,close,10000
4,40,104721,0.358458,0.048888,216065,1.5,0.99,,10,geometric,single,1000,1,close,10000
4,40,108265,0.316779,0.150132,195410,10.0,,0.001,10,linear,single,1000,1,close,10000
4,40,176770,0.033629,0.033629,274977,10.0,,0.01,10,linear,single,1000,1,close,10000
4,40,172547,0.00841,0.00841,194906,10.0,,0.05,10,linear,single,1000,1,close,10000
4,40,146157,0.008637,0.008637,159412,10.0,,0.1,10,linear,single,1000,1,close,10000
4,40,98564,1.631061,1.299147,175053,50.0,,0.001,10,linear,single,1000,1,close,10000
4,40,84469,0.157367,0.14937,179354,50.0,,0.01,10,linear,single,1000,1,close,10000
4,40,102950,0.033278,0.033278,184150,50.0,,0.05,10,linear,single,1000,1,close,10000
4,40,196071,0.016,0.016,241760,50.0,,0.1,10,linear,single,1000,1,close,10000
4,40,123735,3.218638,2.833882,261037,100.0,,0.001,10,linear,single,1000,1,close,10000
4,40,100691,0.323925,0.323925,191800,100.0,,0.01,10,linear,single,1000,1,close,10000
4,40,119688,0.066591,0.066591,212582,100.0,,0.05,10,linear,single,1000,1,close,10000
4,40,123480,0.032616,0.032616,198103,100.0,,0.1,10,linear,single,1000,1,close,10000
4,60,237571,0.627292,0.204559,494304,0.5,0.85,,10,geometric,single,1000,1,close,10000
4,60,250870,0.606697,0.182847,478534,0.5,0.9,,10,geometric,single,1000,1,close,10000
4,60,269890,0.644293,0.188501,536405,0.5,0.95,,10,geometric,single,1000,1,close,10000
4,60,300542,0.569165,0.15498,530956,0.5,0.99,,10,geometric,single,1000,1,close,10000
4,60,260940,0.56154,0.161182,494457,1.0,0.85,,10,geometric,single,1000,1,close,10000
4,60,220067,0.600252,0.181808,465176,1.0,0.9,,10,geometric,single,1000,1,close,10000
4,60,236916,0.624501,0.174346,441051,1.0,0.95,,10,geometric,single,1000,1,close,10000
4,60,294339,0.584947,0.167006,512750,1.0,0.99,,10,geometric,single,1000,1,close,10000
4,60,219339,0.690037,0.20887,466920,1.5,0.85,,10,geometric,single,1000,1,close,10000
4,60,285973,0.582628,0.151191,522247,1.5,0.9,,10,geometric,single,1000,1,close,10000
4,60,233714,0.582069,0.155969,462934,1.5,0.95,,10,geometric,single,1000,1,close,10000
4,60,317976,0.59538,0.185689,513461,1.5,0.99,,10,geometric,single,1000,1,close,10000
4,60,287123,0.438582,0.381789,494922,10.0,,0.001,10,linear,single,1000,1,close,10000
4,60,323052,0.035736,0.035736,440955,10.0,,0.01,10,linear,single,1000,1,close,10000
4,60,460100,0.008005,0.008005,484192,10.0,,0.05,10,linear,single,1000,1,close,10000
4,60,506155,0.008862,0.008862,519703,10.0,,0.1,10,linear,single,1000,1,close,10000
4,60,162876,2.060177,1.97828,392604,50.0,,0.001,10,linear,single,1000,1,close,10000
4,60,235509,0.232075,0.224076,461405,50.0,,0.01,10,linear,single,1000,1,close,10000
4,60,456973,0.036821,0.036821,571100,50.0,,0.05,10,linear,single,1000,1,close,10000
4,60,513213,0.016,0.016,566155,50.0,,0.1,10,linear,single,1000,1,close,10000
4,60,275277,4.251728,4.148814,491766,100.0,,0.001,10,linear,single,1000,1,close,10000
4,60,271327,0.432405,0.432405,510594,100.0,,0.01,10,linear,single,1000,1,close,10000
4,60,323494,0.07501,0.07501,509823,100.0,,0.05,10,linear,single,1000,1,close,10000
4,60,448051,0.042352,0.042352,547900,100.0,,0.1,10,linear,single,1000,1,close,10000
4,80,408381,0.975786,0.400091,758525,0.5,0.85,,10,geometric,single,1000,1,close,10000
4,80,480305,0.897889,0.365388,719319,0.5,0.9,,10,geometric,single,1000,1,close,10000
4,80,456579,0.951742,0.418496,766679,0.5,0.95,,10,geometric,single,1000,1,close,10000
4,80,435817,0.943226,0.394783,776666,0.5,0.99,,10,geometric,single,1000,1,close,10000
4,80,385824,0.897931,0.356635,707512,1.0,0.85,,10,geometric,single,1000,1,close,10000
4,80,327375,0.942806,0.375271,763265,1.0,0.9,,10,geometric,single,1000,1,close,10000
4,80,423985,0.94419,0.427806,846450,1.0,0.95,,10,geometric,single,1000,1,close,10000
4,80,430285,0.899963,0.349632,766128,1.0,0.99,,10,geometric,single,1000,1,close,10000
4,80,441361,0.867257,0.364569,829434,1.5,0.85,,10,geometric,single,1000,1,close,10000
4,80,565828,0.974976,0.375912,980549,1.5,0.9,,10,geometric,single,1000,1,close,10000
4,80,433124,0.857868,0.358771,806885,1.5,0.95,,10,geometric,single,1000,1,close,10000
4,80,619066,0.916102,0.391647,1085599,1.5,0.99,,10,geometric,single,1000,1,close,10000
4,80,459285,0.522633,0.496784,788662,10.0,,0.001,10,linear,single,1000,1,close,10000
4,80,857329,0.050348,0.050348,982419,10.0,,0.01,10,linear,single,1000,1,close,10000
4,80,942448,0.008668,0.008668,967673,10.0,,0.05,10,linear,single,1000,1,close,10000
4,80,806640,0.000524,0.000524,823978,10.0,,0.1,10,linear,single,1000,1,close,10000
4,80,560824,2.508083,2.45049,924805,50.0,,0.001,10,linear,single,1000,1,close,10000
4,80,505144,0.258396,0.258396,970244,50.0,,0.01,10,linear,single,1000,1,close,10000
4,80,686788,0.050668,0.050668,774077,50.0,,0.05,10,linear,single,1000,1,close,10000
4,80,722351,0.025447,0.025447,776420,50.0,,0.1,10,linear,single,1000,1,close,10000
4,80,376106,4.980341,4.955064,826864,100.0,,0.001,10,linear,single,1000,1,close,10000
4,80,442478,0.500404,0.499807,885953,100.0,,0.01,10,linear,single,1000,1,close,10000
4,80,632058,0.100105,0.100105,782283,100.0,,0.05,10,linear,single,1000,1,close,10000
4,80,753708,0.058818,0.058818,847332,100.0,,0.1,10,linear,single,1000,1,close,10000
4,100,773934,1.216179,0.599537,1210157,0.5,0.85,,10,geometric,single,1000,1,close,10000
4,100,723399,1.374449,0.683267,1301146,0.5,0.9,,10,geometric,single,1000,1,close,10000
4,100,575341,1.294314,0.687346,1240699,0.5,0.95,,10,geometric,single,1000,1,close,10000
4,100,591101,1.357563,0.755378,1304265,0.5,0.99,,10,geometric,single,1000,1,close,10000
4,100,699624,1.332277,0.732835,1401344,1.0,0.85,,10,geometric,single,1000,1,close,10000
4,100,666005,1.242633,0.65016,1269590,1.0,0.9,,10,geometric,single,1000,1,close,10000
4,100,717810,1.316118,0.69975,1221480,1.0,0.95,,10,geometric,single,1000,1,close,10000
4,100,686230,1.266404,0.64278,1286336,1.0,0.99,,10,geometric,single,1000,1,close,10000
4,100,742873,1.443323,0.819752,1569604,1.5,0.85,,10,geometric,single,1000,1,close,10000
4,100,825879,1.250308,0.650379,1483245,1.5,0.9,,10,geometric,single,1000,1,close,10000
4,100,693472,1.274664,0.675237,1263459,1.5,0.95,,10,geometric,single,1000,1,close,10000
4,100,730883,1.355715,0.732688,1431684,1.5,0.99,,10,geometric,single,1000,1,close,10000
4,100,618035,0.650077,0.650077,1335055,10.0,,0.001,10,linear,single,1000,1,close,10000
4,100,1031557,0.066474,0.066474,1121519,10.0,,0.01,10,linear,single,1000,1,close,10000
4,100,1253812,0.016002,0.016002,1280282,10.0,,0.05,10,linear,single,1000,1,close,10000
4,100,1376055,0.008,0.008,1390650,10.0,,0.1,10,linear,single,1000,1,close,10000
4,100,760463,3.19191,3.167248,1389673,50.0,,0.001,10,linear,single,1000,1,close,10000
4,100,979537,0.382803,0.374497,1388775,50.0,,0.01,10,linear,single,1000,1,close,10000
4,100,1236008,0.058138,0.058138,1342203,50.0,,0.05,10,linear,single,1000,1,close,10000
4,100,1441665,0.03378,0.03378,1510537,50.0,,0.1,10,linear,single,1000,1,close,10000
4,100,495987,6.349366,6.341358,1149143,100.0,,0.001,10,linear,single,1000,1,close,10000
4,100,820371,0.657467,0.657467,1574147,100.0,,0.01,10,linear,single,1000,1,close,10000
4,100,1187805,0.133377,0.133377,1406558,100.0,,0.05,10,linear,single,1000,1,close,10000
4,100,1199002,0.057956,0.057956,1299789,100.0,,0.1,10,linear,single,1000,1,close,10000
